一	一ＹＩ
缗	纟巳日
缘	纟彑豕
缙	纟亚日
缚	纟甫寸
缛	纟厂寸
缜	纟十八
缝	纟夂辶
缟	纟高Ｇ
缠	纟广里
缡	纟文冂
缢	纟首皿
缣	纟首兼
缤	纟穴丘
缥	纟覀示
缦	纟日又
缧	纟田小
缨	纟贝女
缩	纟宀日
缪	纟羽彡
缫	纟巛木
缬	纟吉页
缭	纟大小
缮	纟羊口
缯	纟丷日
缰	纟一一
缱	纟虫辶
缲	纟口木
缳	纟罒ｒ
缴	纟白攵
缵	纟牛贝
缶	缶ＦＵ
缸	缶工Ｇ
缺	缶夬Ｑ
罂	贝贝缶
罄	声殳缶
罅	缶虍丁
罐	缶艹隹
网	冂乂乂
罔	冂首亡
罕	㓁干Ｈ
罗	罒夕Ｌ
罘	罒不Ｆ
罚	罒讠刂
罟	罒古Ｇ
罡	罒一止
罢	罒土厶
罨	罒大乚
罩	罒卜十
罪	罒非Ｚ
置	罒十且
罱	罒Ｍ首
署	罒者Ｓ
罴	罒土灬
罹	罒忄隹
罾	罒丷日
羁	罒革马
羊	羊ＹＧ
羌	羊乚Ｑ
美	<美上>大Ｍ
羔	<美上>灬Ｇ
羚	羊亽龴
羝	羊Ｃ七
羞	羊丑Ｘ
羟	羊又工
羡	<美上>冫欠
群	彐丿羊
羧	羊厶夂
羯	羊日勹
羰	羊山火
羲	<美上>丂戈
羸	赢赢羊
羹	<美上>灬大
羼	尸羊羊
羽	羽ＹＵ
羿	羽廾Ｙ
翁	八厶羽
翅	十又羽
翊	立羽Ｙ
翌	羽立Ｙ
翎	亽龴羽
翔	羊羽Ｘ
翕	亼口羽
翘	戈儿羽
翟	羽隹Ｚ
翟	羽隹Ｄ
翠	羽亠十
翡	非羽Ｆ
翥	者羽Ｚ
翦	首前羽
翩	户冊羽
翮	一冂羽
翰	十十羽
翱	白十羽
翳	匚殳羽
翻	丿田羽
翼	羽田八
耀	Ｍ儿隹
老	耂匕Ｌ
考	耂丂Ｋ
耄	耂匕毛
者	者ＺＥ
耆	耂匕日
耋	耂匕土
而	丆皿Ｅ
耍	丆皿女
耐	丆皿寸
耒	耒ＬＩ
耔	耒子Ｚ
耕	耒井Ｇ
耖	耒少Ｃ
耗	耒毛Ｈ
耘	耒云Ｙ
耙	耒巴Ｂ
耙	耒巴Ｐ
耜	耒官Ｓ
耠	耒亼口
耢	耒营力
耥	耒尚Ｔ
耦	耒甲冂
耧	耒米女
耨	耒厂寸
耩	耒井冂
耪	耒旁方
耱	耒广石
耳	耳ＥＲ
耵	耳丁Ｄ
耶	耳阝Ｙ
耷	大耳Ｄ
耸	人人耳
耻	耳止Ｃ
耽	耳巾乚
耿	耳火Ｇ
聂	耳又又
聃	耳冂土
聆	耳亽龴
聊	耳Ｇ卩
聋	龙耳Ｌ
职	耳口八
聍	耳宁Ｎ
聒	耳舌Ｇ
联	耳丷大
聘	耳由丂
聚	耳又乑
聩	耳贵Ｋ
聪	耳丷心
聱	敖耳Ａ
聿	彐干Ｙ
肃	彐川Ｓ
肄	匕矢干
肆	Ｅ厶干
肇	户攵干
肉	内人Ｒ
肋	月力Ｌ
肌	月几Ｊ
肓	亡冃Ｈ
肖	Ｍ冃Ｘ
肘	月寸Ｚ
肚	月土Ｄ
肛	月工Ｇ
肝	月干Ｇ
肟	月二Ｓ
肠	月Ｊ彳
股	月殳Ｇ
肢	月十又
肤	月夫Ｆ
肥	月巴Ｆ
肩	户冃Ｊ
肪	月方Ｆ
肫	月七凵
肭	月内Ｎ
肮	月亠几
肯	止冃Ｋ
肱	月厂厶
育	充冃Ｙ
肴	乂厂冃
肷	月欠Ｑ
肺	月一巾
肼	月井Ｊ
肽	月大丶
肾	刂又冃
肿	月口丨
胀	月长Ｚ
胁	月力八
胂	月日丨
胃	田冃Ｗ
胄	由冃Ｚ
胆	月日一
背	丬匕冃
胍	月瓜Ｇ
胎	月厶口
胖	月半Ｐ
胗	月人彡
胙	月乍Ｚ
胚	月不一
胛	月甲Ｊ
胜	月丿龶
胝	月Ｃ七
胞	月包Ｂ
胡	古月Ｈ
胤	儿幺月
胥	乛止冃
胧	月龙Ｌ
胨	月七小
胩	月卜下
胪	月卜尸
胫	月又工
胬	女又内
胭	月囗大
胯	月大Ｓ
胰	月大弓
胱	月Ｍ儿
胲	月亥Ｈ
胳	月各Ｇ
胴	月冂一
胶	月亠父
胸	月勹乂
胺	月安安
胼	月首廾
能	厶冃匕
脂	月匕日
脆	月刀㔾
脉	月丶水
脊	ＫＫ月
脍	月人云
脎	月乂朩
脏	月广土
脐	月文刂
脑	月文凵
脒	月米Ｍ
脓	月巾ｒ
脔	亦内人
脖	月十子
脘	月宀元
脚	月土卩
脞	月人土
脬	月爫子
脯	月甫Ｐ
脯	月甫Ｆ
脱	月丷儿
脲	月尸水
脶	月口内
脸	月亼兴
脾	月卑卑
腆	月冂八
腈	月青Ｊ
腊	月龷日
腋	月亠夂
腌	月大乚
腐	广亻内
腑	月广寸
腓	月非Ｆ
腔	月穴工
腕	月宀㔾
腙	月宀示
腚	月宀止
腠	月<春上>大
腥	月日龶
腧	月亼前
腩	月Ｍ首
腭	月口Ｓ
腮	月田心
腰	月覀女
腱	月彐廴
腴	月臼人
腹	月人夂
腺	月白水
腻	月弋二
腼	月丆罒
腽	月日皿
腾	月龹马
腿	月艮辶
膀	月旁方
膂	族丿冃
膈	月一冂
膊	月甫寸
膏	高月Ｇ
膑	月穴丘
膘	月覀示
膛	月尚土
膜	月莫Ｍ
膝	月木氺
膦	月米舛
膨	月吉彡
膳	月羊口
膺	广亻冃
膻	月亠一
臀	尸殳冃
臂	尸辛冃
臃	月亠隹
臆	月立心
臊	月口木
臌	月十又
臣	匚丨尸
臧	戊乚丆
自	丿目Ｚ
臬	丿目木
臭	丿目大
至	一厶土
致	一土攵
臻	一土禾
臼	臼ＪＵ
臾	臼人Ｙ
舀	爫臼Ｙ
舁	臼廾Ｙ
舂	<春上>臼Ｃ
舄	臼勹灬
舅	臼田力
舆	臼车八
舌	舌ＳＥ
舍	亼古Ｓ
舐	舌Ｃ七
舒	亼古丁
舔	舌一小
舛	夕舛Ｃ
舜	爫夕舛
舞	人夕舛
舟	舟ＺＵ
舢	舟山Ｓ
舣	舟丶乂
航	舟亠几
舫	舟方Ｆ
般	舟殳Ｂ
舭	舟比Ｂ
舯	舟口丨
舰	舟见Ｊ
舱	舟仓Ｃ
舳	舟由Ｚ
舴	舟乍Ｚ
舵	舟宀匕
舶	舟白Ｂ
舷	舟玄Ｘ
舸	舟可Ｇ
船	舟几口
舻	舟卜尸
舾	舟西Ｘ
艄	舟Ｍ冃
艇	舟壬廴
艉	舟尸毛
艋	舟子皿
艏	舟首目
艘	舟叟Ｓ
艚	舟西日
艟	舟立里
艨	舟营豕
艮	艮ＧＮ
良	丶艮Ｌ
艰	又艮Ｊ
色	刀巴Ｓ
艳	丰刀巴
艴	弓刂巴
艺	艹乙Ｙ
艽	艹九Ｊ
艾	艹乂Ａ
艾	艹乂Ｙ
艿	艹乃Ｎ
节	艹卩Ｊ
芄	艹九丶
芈	丨一干
芊	艹千Ｑ
芋	艹于Ｙ
芍	艹勹丶
芎	艹弓Ｘ
芏	艹土Ｄ
芑	艹己Ｑ
芒	艹亡Ｍ
芗	艹丝丿
芘	艹比Ｂ
芙	艹夫Ｆ
芜	艹干乚
芝	艹之Ｚ
芟	艹殳Ｓ
芡	艹欠Ｑ
芤	艹子乚
芥	艹人刂
芦	艹户Ｌ
芨	艹及Ｊ
芩	艹亽乛
芪	艹Ｃ七
芫	艹元Ｙ
芬	艹分Ｆ
芭	艹巴Ｂ
芮	艹内Ｒ
芯	艹心Ｘ
芰	艹十又
花	艹亻匕
芳	艹方Ｆ
芴	艹勹彳
芷	艹止Ｚ
芸	艹云Ｙ
芹	艹斤Ｑ
芽	艹一才
芾	艹一巾
苁	艹人人
苄	艹亠卜
苇	艹二卩
苈	艹厂力
苊	艹厂㔾
苋	艹见Ｘ
苌	艹长Ｃ
苍	艹仓Ｃ
苎	萱一Ｚ
苏	艹力八
苑	艹夕㔾
苒	艹冂土
苓	艹亽龴
苔	艹厶口
苕	艹召Ｓ
苗	艹田Ｍ
苘	艹冂口
苛	艹可Ｋ
苜	艹目Ｍ
苞	艹包Ｂ
苟	艹勹口
苠	艹巳七
苡	艹以Ｙ
苣	艹匚尸
苤	艹不一
若	艹厂口
苦	艹古Ｋ
苫	艹占占
苯	艹木一
英	艹央Ｙ
苴	艹且Ｊ
苷	艹廿一
苹	艹干丷
苻	艹亻寸
茁	艹出Ｚ
茂	艹戊Ｍ
范	落㔾Ｆ
茄	艹加Ｑ
茄	艹加Ｊ
茅	艹龴才
茆	艹Ｇ卩
茈	艹止匕
茉	艹末Ｍ
茌	艹亻士
茎	艹又工
茏	艹龙Ｌ
茑	艹鸟Ｎ
茔	营土Ｙ
茕	营乙十
茗	艹夕口
茚	艹Ｅ卩
茛	艹艮Ｇ
茜	艹西Ｘ
茜	艹西Ｑ
茧	艹虫Ｊ
茨	艹冫欠
茫	落亡Ｍ
茬	艹Ｐ土
茭	艹亠父
茯	艹亻大
茱	艹朱Ｚ
茳	落工Ｊ
茴	艹囗口
茵	艹囗大
茶	艹人朩
茸	艹耳Ｒ
茹	艹女口
茺	艹充儿
茼	艹冂一
荀	艹勹日
荃	艹全Ｑ
荆	艹廾刂
荇	艹彳亍
草	艹日十
荏	艹亻壬
荐	艹Ｐ子
荑	艹大弓
荒	艹亡川
荔	艹力力
荚	艹夫丷
荛	艹戈儿
荜	艹比十
荞	艹丿刂
荟	艹人云
荠	艹文刂
荡	落Ｊ彳
荣	营木Ｒ
荤	营车Ｈ
荥	营水Ｘ
荥	营水Ｙ
荦	营牛Ｌ
荧	营火Ｙ
荨	艹彐寸
荩	艹尺冫
荪	艹子小
荫	艹阝月
荬	艹乛头
荭	艹纟工
荮	艹纟寸
药	艹纟勹
荷	艹亻可
荸	艹十子
荻	艹犭火
荼	艹余Ｔ
荽	艹爫女
莅	艹亻立
莆	艹甫Ｐ
莉	艹禾刂
莎	落少Ｓ
莒	艹口口
莓	艹人母
莘	艹辛Ｓ
莘	艹辛Ｘ
莛	艹壬廴
莜	艹亻攵
莞	萱元Ｗ
莞	萱元Ｇ
莠	艹禾乃
莨	艹丶艮
莩	艹爫子
莪	艹手戈
莫	莫ＭＯ
莰	艹土欠
莱	艹未丷
莲	艹车辶
莳	艹日寸
莴	艹口内
莶	艹亼兴
获	艹犭大
莸	艹犭尢
莹	营王丶
莺	营鸟Ｙ
莼	艹纟七
莽	艹大廾
菀	萱夕㔾
菁	艹青Ｊ
菅	萱官Ｊ
菇	艹女古
菊	艹勹米
菌	艹囗禾
菏	落可Ｈ
菔	艹月又
菖	艹日日
菘	艹木厶
菜	艹爫木
菝	艹扌犮
菟	艹兔Ｔ
菠	落皮Ｂ
菡	艹乛凵
菥	艹木斤
菩	艹立口
菪	萱石Ｄ
菰	艹子瓜
菱	艹土夂
菲	艹非Ｆ
菹	落且Ｚ
菽	艹小又
萁	艹其Ｑ
萃	艹亠十
萄	艹勹缶
萆	艹卑卑
萋	艹十女
萌	艹日月
萍	落干丷
萎	艹禾女
萏	艹刀臼
萑	艹隹Ｈ
萘	艹大示
萜	艹巾占
萝	艹罒夕
萤	营虫Ｙ
营	营口口
萦	营幺小
萧	艹彐川
萨	艹阝丿
萱	萱一一
萸	艹臼人
萼	艹口Ｓ
落	落各Ｌ
葆	艹亻木
葑	艹圭寸
著	艹者Ｚ
葙	艹木目
葚	艹其乚
葛	艹勹乚
葜	艹丰大
葡	艹勹甫
董	艹千里
葩	艹白巴
葫	艹古月
葬	艹歹廾
葭	艹丨又
葱	艹勹心
葳	艹戊一
葵	艹癶大
葶	艹亮丁
葸	艹田心
葺	艹口耳
蒂	艹旁巾
蒇	艹戊贝
蒈	艹比白
蒉	艹贵Ｋ
蒋	艹丬寸
蒌	艹米女
蒎	落厂ｒ
蒗	落丶艮
蒙	营二豕
蒜	艹示示
蒡	艹旁方
蒯	艹月刂
蒲	落甫Ｐ
蒴	艹屮月
蒸	艹乛灬
蒹	艹首兼
蒺	艹疒矢
蒽	艹囗心
蒿	艹高Ｈ
蓁	艹<春上>禾
蓄	艹玄田
蓉	萱谷Ｒ
蓊	艹八羽
蓍	艹耂日
蓐	艹厂寸
蓑	艹衣口
蓓	艹亻口
蓖	艹白比
蓝	艹刂皿
蓟	艹鱼刂
蓠	艹文冂
蓣	艹丁页
蓥	营金Ｙ
蓦	莫马Ｍ
蓬	艹夂辶
蓰	艹彳止
蓼	艹羽彡
蓿	萱亻日
蔌	艹木欠
蔑	艹罒戊
蔓	艹日又
蔗	艹广灬
蔚	艹尸寸
蔟	艹族矢
蔡	艹祭示
蔫	艹Ｓ灬
蔬	艹止川
蔷	艹十囗
蔸	艹白儿
蔹	艹兴攵
蔺	艹门隹
蔻	萱元卜
蔼	艹讠勹
蔽	艹巾攵
蕃	艹丿田
蕈	艹覀十
蕉	艹焦Ｊ
蕊	艹心心
蕖	落匚木
蕙	艹士心
蕞	艹耳又
蕤	艹豕丿
蕨	艹厂欠
蕲	艹十斤
蕴	艹纟皿
蕹	艹丿隹
蕺	艹耳戈
蕻	艹厶八
蕾	艹雨田
薄	落甫寸
薅	艹女寸
薇	艹微微
薏	艹立心
薛	艹追辛
薜	艹尸辛
薤	艹歹一
薨	艹歹匕
薪	艹亲斤
薮	艹女攵
薯	艹罒者
薰	艹千黑
薷	艹雨皿
薹	艹吉土
藁	艹高木
藉	艹耒日
藏	艹戊丆
藐	艹豸儿
藓	艹鱼羊
藕	艹耒冂
藜	艹禾氺
藤	艹月氺
藩	落丿田
藻	落氵木
藿	艹雨隹
蘅	艹彳亍
蘑	艹广石
蘖	艹追木
蘧	艹虍辶
蘩	艹人小
蘸	艹酉焦
蘼	艹广非
虎	虍几Ｈ
虏	虍力Ｌ
虐	虍ＥＮ
虑	虍心Ｌ
虔	虍文Ｑ
虚	虍业Ｘ
虞	虍口大
虢	爫寸几
虫	虫ＣＧ
虬	虫乚Ｑ
虮	虫几Ｊ
虱	乙丿虫
虹	虫工Ｈ
虹	虫工Ｊ
虺	一儿虫
虻	虫亡Ｍ
虼	虫人乙
虽	虽ＳＩ
虾	虫下Ｘ
虿	丆亅虫
蚀	饣虫Ｓ
蚁	虫丶乂
蚂	虫马Ｍ
蚊	虫文Ｗ
蚋	虫内Ｒ
蚌	虫丰Ｂ
蚍	虫比Ｐ
蚓	虫弓丨
蚕	一大虫
蚜	虫一才
蚝	虫毛Ｈ
蚣	虫八厶
蚤	又丶虫
蚧	虫人刂
蚨	虫夫Ｆ
蚩	屮一虫
蚪	虫斗Ｄ
蚬	虫见Ｘ
蚯	虫丘Ｑ
蚰	虫由Ｙ
蚱	虫乍Ｚ
蚴	虫幺力
蚶	虫廿一
蚺	虫冂土
蛀	虫主Ｚ
蛄	虫古Ｇ
蛆	虫且Ｑ
蛇	虫宀匕
蛉	虫亽龴
蛊	虫皿Ｇ
蛋	乛止虫
蛎	虫厂亅
蛏	虫又土
蛐	虫日刂
蛑	虫厶牛
蛔	虫囗口
蛘	虫羊Ｙ
蛙	虫圭Ｗ
蛛	虫朱Ｚ
蛞	虫舌Ｋ
蛟	虫亠父
蛤	虫亼口
蛩	工几虫
蛭	虫一土
蛮	亦虫Ｍ
蛰	执执虫
蛱	虫夫丷
蛲	虫戈儿
蛳	虫一巾
蛴	虫文刂
蛸	虫Ｍ冃
蛹	虫龴用
蛾	虫手戈
蜀	罒勹虫
蜂	虫夂丰
蜃	厂ｒ虫
蜇	扌斤虫
蜈	虫口大
蜉	虫爫子
蜊	虫禾刂
蜍	虫余Ｃ
蜒	虫丿廴
蜓	虫壬廴
蜕	虫丷儿
蜗	虫口内
蜘	虫矢口
蜚	非虫Ｆ
蜜	宀心虫
蜞	虫其Ｑ
蜡	虫龷日
蜢	虫子皿
蜣	虫羊乚
蜥	虫木斤
蜩	虫冂土
蜮	虫戈口
蜱	虫卑卑
蜴	虫日勹
蜷	虫龹㔾
蜻	虫青Ｑ
蜾	虫日木
蜿	虫宀㔾
蝇	虫口乚
蝈	虫囗王
蝉	虫丷十
蝌	虫禾斗
蝎	虫日勹
蝓	虫亼前
蝗	虫白王
蝙	虫户冊
蝠	虫畐Ｆ
蝣	虫族子
蝤	虫酋Ｑ
蝤	虫酋Ｙ
蝥	龴攵虫
蝮	虫人夂
蝰	虫大圭
蝴	虫古月
蝶	虫世木
蝻	虫Ｍ首
蝼	虫米女
蝽	虫<春上>日
蝾	虫营木
螂	虫丶阝
螃	虫旁方
螅	虫丿心
螈	虫厂小
螋	虫叟Ｓ
融	一冂虫
螗	虫广口
螟	虫冖八
螨	虫艹两
螫	土攵虫
螬	虫西日
螭	虫文冂
螯	敖虫Ａ
螳	虫尚土
螵	虫覀示
螺	虫田小
螽	夂虫虫
蟀	虫亠十
蟆	虫莫Ｍ
蟊	龴虫虫
蟋	虫丿心
蟑	虫章Ｚ
蟒	虫艹廾
蟛	虫吉彡
蟠	虫丿田
蟥	虫龷八
蟪	虫士心
蟮	虫羊口
蟹	刀刀虫
蟾	虫刀言
蠃	赢赢虫
蠊	虫广兼
蠓	虫营豕
蠕	虫雨皿
蠖	虫艹又
蠡	彑虫虫
蠢	<春上>虫虫
蠲	首皿勹
蠹	十虫虫
蠼	虫目又
血	丿皿Ｘ
衄	丿皿丑
衅	丿皿半
行	彳亍Ｘ
行	彳亍Ｈ
衍	彳氵亍
衔	彳钅亍
街	彳圭亍
衙	彳五亍
衡	彳刀亍
衢	彳目亍
衣	衣ＹＩ
补	衤卜Ｂ
表	龶ｒＢ
衩	衤又丶
衫	衤彡Ｓ
衬	衤寸Ｃ
衮	衣八厶
衰	衣口Ｓ
衲	衤内Ｎ
衷	衣口丨
衽	衤壬Ｒ
衾	亽乛衣
衿	衤亽乛
袁	土口ｒ
袂	衤夬Ｍ
袄	衤丿大
袅	鸟衣Ｎ
袈	加衣Ｊ
袋	代衣Ｄ
袍	衤包Ｐ
袒	衤日一
袖	衤由Ｘ
袜	衤末Ｗ
袢	衤半Ｐ
袤	衣龴才
被	衤皮Ｂ
袭	龙衣Ｘ
袱	衤大丶
袷	衤亼口
袼	衤各Ｇ
裁	十戈衣
裂	歹刂衣
装	丬士衣
裆	衤Ｍ彐
裉	衤艮Ｋ
裎	衤口王
裒	衣臼Ｐ
裔	衣冂八
裕	衤谷Ｙ
裘	氺丶衣
裙	衤彐口
裟	氵少衣
裢	衤车辶
裣	衤亼兴
裤	衤广车
裥	衤门日
裨	衤卑卑
裰	衤又又
裱	衤龶ｒ
裳	尚衣Ｓ
裴	非衣Ｐ
裸	衤日木
裹	衣日木
裼	衤日勹
裾	衤尸古
褂	衤圭卜
褊	衤户冊
褐	衤日勹
褒	衣亻口
褓	衤口木
褙	衤匕冃
褚	衤者Ｃ
褛	衤米女
褡	衤艹口
褥	衤厂寸
褪	衤艮辶
褫	衤厂几
褰	宀井衣
褴	衤Ｋ皿
褶	衤羽白
襁	衤弓虽
襄	衣口口
襞	尸辛衣
襟	衤林示
襦	衤雨皿
襻	衤木手
西	西ＸＩ
要	覀女Ｙ
覃	覀日十
覆	覀彳夂
见	见ＪＮ
见	见ＸＮ
观	又见Ｇ
规	夫见Ｇ
觅	爫见Ｍ
视	礻见Ｓ
觇	占占见
览	刂Ｋ见
觉	学见Ｊ
觊	山己见
觋	工人见
觌	十头见
觎	亼前见
觏	井冂见
觐	廿龶见
觑	虍业见
角	刀用Ｊ
觖	刀用夬
觚	刀用瓜
觜	止匕用
觞	刀用Ｊ
解	刀用牛
觥	刀用儿
触	刀用虫
觫	刀用木
觯	刀用十
觳	士用殳
言	言ＹＮ
訇	勹言Ｈ
訾	止匕言
詈	罒言Ｌ
詹	刀厂言
誉	兴八言
誊	龹言Ｔ
誓	扌斤言
謇	宀井言
警	艹攵言
譬	尸辛言
计	讠十Ｊ
订	讠丁Ｄ
讣	讠卜Ｆ
认	讠人Ｒ
讥	讠几Ｊ
讦	讠干Ｊ
讧	讠工Ｈ
讨	讠寸Ｔ
让	讠卜一
讪	讠山Ｓ
讫	讠人乙
训	讠川Ｘ
议	讠丶乂
讯	讠乙十
记	讠己Ｊ
讲	讠井Ｊ
讳	讠二卩
讴	讠匚乂
讵	讠匚尸
讶	讠一才
讷	讠内Ｎ
许	讠午Ｘ
讹	讠亻匕
论	讠人匕
讼	讠八厶
讽	讠风Ｆ
设	讠殳Ｓ
访	讠方Ｆ
诀	讠夬Ｊ
证	讠一止
诂	讠古Ｇ
诃	讠可Ｈ
评	讠干丷
诅	讠且Ｚ
识	讠口八
诈	讠乍Ｚ
诉	讠斤丶
诊	讠人彡
诋	讠Ｃ七
诌	讠刀彐
词	讠亅一
诎	讠出Ｑ
诏	讠召Ｚ
译	讠又干
诒	讠厶口
诓	讠匚王
诔	讠耒Ｌ
试	讠弋工
诖	讠圭Ｇ
诗	讠土寸
诘	讠吉Ｊ
诙	讠厂火
诚	讠戊亅
诛	讠朱Ｚ
诜	讠牛儿
话	讠舌Ｈ
诞	讠丿廴
诟	讠Ｆ口
诠	讠全Ｑ
诡	讠刀㔾
询	讠勹日
诣	讠匕日
诤	讠刀亅
该	讠亥Ｇ
详	讠羊Ｘ
诧	讠宀七
诨	讠冖车
诩	讠羽Ｘ
诫	讠戈廾
诬	讠工人
语	讠五口
诮	讠Ｍ冃
误	讠口大
诰	讠告Ｇ
诱	讠禾乃
诲	讠人母
诳	讠犭王
说	讠丷儿
诵	讠龴用
请	讠青Ｑ
诸	讠者Ｚ
诹	讠耳又
诺	讠艹口
读	讠十头
诼	讠豕丶
诽	讠非Ｆ
课	讠日木
诿	讠禾女
谀	讠臼人
谁	讠隹Ｓ
谂	讠亽心
调	讠冂土
谄	讠刀臼
谅	讠高小
谆	讠高子
谇	讠亠十
谈	讠火火
谊	讠宀且
谋	讠廿木
谌	讠其乚
谍	讠世木
谎	讠艹川
谏	讠木柬
谐	讠比白
谑	讠虍Ｅ
谒	讠日勹
谓	讠田冃
谔	讠口Ｓ
谕	讠亼前
谖	讠爫又
谗	讠刀冫
谙	讠立日
谚	讠立彡
谛	讠旁巾
谜	讠米辶
谝	讠户冊
谟	讠莫Ｍ
谠	讠尚儿
谡	讠田夂
谢	讠身寸
谣	讠爫缶
谤	讠旁方
谥	讠首皿
谦	讠首兼
谧	讠心皿
谨	讠廿龶
谩	讠日又
谪	讠啇Ｚ
谫	讠首刀
谬	讠羽彡
谭	讠覀十
谮	讠旡日
谯	讠焦Ｑ
谰	讠门木
谱	讠首日
谲	讠龴冂
谳	讠大丶
谴	讠虫辶
谵	讠刀言
谶	讠人戈
谷	谷ＧＵ
豁	宀口谷
豆	一口首
豇	一首工
豉	一首又
豌	一首㔾
豕	豕ＳＩ
豚	月豕Ｔ
象	象ＸＧ
豢	龹豕Ｈ
豪	亮豕Ｈ
豫	龴丁象
豳	山豕豕
豸	豸ＺＩ
豹	豸勹丶
豺	豸才Ｃ
貂	豸召Ｄ
貅	豸亻木
貉	豸各Ｈ
貊	豸丆日
貌	豸白儿
貔	豸白比
貘	豸莫Ｍ
贝	贝ＢＩ
贞	卜贝Ｚ
负	负ＦＵ
贡	工贝Ｇ
财	贝才Ｃ
责	龶贝Ｚ
贤	刂又贝
败	贝攵Ｂ
账	贝长Ｚ
货	亻匕贝
质	厂十贝
贩	贝反反
贪	亽乛贝
贫	分贝Ｐ
贬	贝丿之
购	贝勹厶
贮	贝宀一
贯	毌贝Ｇ
贰	弋二贝
贱	贝一戈
贲	十艹贝
贳	世贝Ｓ
贴	贝占占
贵	贵ＧＩ
贶	贝口儿
贷	代贝Ｄ
贸	Ｃ刀贝
费	弓刂贝
贺	加贝Ｈ
贻	贝厶口
贼	贝戈厂
贽	执执贝
贾	覀贝Ｊ
贾	覀贝Ｇ
贿	贝厂冃
赀	止匕贝
赁	亻壬贝
赂	贝各Ｌ
赃	贝广土
资	冫欠贝
赅	贝亥Ｇ
赆	贝尺冫
赇	贝氺丶
赈	贝厂ｒ
赉	未丷贝
赊	贝人示
赋	贝一弋
赌	贝者Ｄ
赍	十人贝
赎	贝十头
赏	尚贝Ｓ
赐	贝日勹
赓	广彐贝
赔	贝立口
赕	贝火火
赖	木口负
赘	敖贝Ｚ
赙	贝甫寸
赚	贝首兼
赛	宀井贝
赜	匚龶贝
赝	厂亻贝
赞	牛牛贝
赠	贝丷日
赡	贝刀言
赢	赢赢贝
赣	章夂贝
赤	土亦Ｃ
赦	土亦攵
赧	土亦又
赫	土亦亦
赭	土亦者
走	走ＺＵ
赳	走丩Ｊ
赴	走卜Ｆ
赵	走乂Ｚ
赶	走干Ｇ
起	走己Ｑ
趁	走人彡
趄	走且Ｑ
趄	走且Ｊ
超	走召Ｃ
越	走戈乚
趋	走刀彐
趑	走冫欠
趔	走歹刂
趟	走尚Ｔ
趣	走耳又
趱	走牛牛
足	足ＺＵ
趴	足八Ｐ
趵	足勹丶
趸	丆亅足
趺	足夫Ｆ
趼	足一廾
趾	足止Ｚ
趿	足及Ｔ
跃	足丿大
跄	足仓Ｑ
跆	足厶口
跋	足犮Ｂ
跌	足失Ｄ
跎	足宀匕
跏	足加Ｊ
跑	足包Ｐ
跖	足石Ｚ
跗	足亻寸
跚	足册Ｓ
跛	足皮Ｂ
距	足匚尸
跞	足Ｃ小
跟	足艮Ｇ
跣	足牛儿
跤	足亠父
跨	足大Ｓ
跪	足刀㔾
跬	足圭Ｋ
路	足各Ｌ
跳	足ＫＫ
践	足一戈
跷	足戈儿
跸	足比十
跹	足千辶
跺	足几木
跻	足文刂
跽	足己心
踅	扌斤足
踉	足丶艮
踊	足龴用
踌	足丰寸
踏	足水日
踔	足卜十
踝	足日木
踞	足尸古
踟	足矢口
踢	足日勹
踣	足立口
踩	足爫木
踪	足宀示
踬	足厂贝
踮	足广占
踯	足丷阝
踱	足广又
踵	足千里
踹	足山皿
踺	足彐廴
踽	足丿冂
蹀	足世木
蹁	足户冊
蹂	足龴木
蹄	足旁巾
蹇	宀井足
蹈	足爫臼
蹉	足羊工
蹊	足爫大
蹋	足日羽
蹑	足耳又
蹒	足艹两
蹙	戊卜足
蹦	足山月
蹩	丷攵足
蹬	足癶首
蹭	足丷日
蹯	足丿田
蹰	足厂寸
蹲	足酋寸
蹴	足尢丶
蹶	足厂欠
蹼	足业丶
蹿	足穴丨
躁	足口木
躅	足罒勹
躇	足艹者
躏	足艹门
躐	足巛鼠
躔	足广土
躜	足牛贝
躞	足火又
身	身ＳＮ
躬	身弓Ｇ
躯	身匚乂
躲	身几木
躺	身尚Ｔ
车	车ＣＥ
车	车ＪＵ
轧	车乚Ｙ
轧	车乚Ｚ
轨	车九Ｇ
轩	车干Ｘ
轫	车刀丶
转	车二龴
轭	车厂㔾
轮	车人匕
软	车欠Ｒ
轰	车又又
轱	车古Ｇ
轲	车可Ｋ
轳	车卜尸
轴	车由Ｚ
轵	车口八
轶	车失Ｙ
轷	车丿丁
轸	车人彡
轹	车Ｃ小
轺	车召Ｙ
轻	车又工
轼	车弋工
载	十戈车
轾	车一土
轿	车丿刂
辁	车全Ｑ
辂	车各Ｌ
较	车亠父
辄	车耳乚
辅	车甫Ｆ
辆	车两Ｌ
辇	夫夫车
辈	非车Ｂ
辉	Ｍ儿车
辊	车日比
辋	车冂首
辍	车又又
辎	车巛田
辏	车<春上>大
辐	车畐Ｆ
辑	车口耳
输	车亼前
辔	纟纟口
辕	车土ｒ
辖	车宀口
辗	车尸ｒ
辘	车鹿比
辙	车充攵
辚	车米舛
辛	辛ＸＮ
辜	古辛Ｇ
辞	舌辛Ｃ
辟	尸口辛
辣	辛木口
辨	辛刂辛
辩	辛讠辛
辫	辛纟辛
辰	厂ｒＣ
